tech,code,name,role,stage,position,step,hs_rev_canonical,split_weight,codename,nace4,naics6_nace,naics6,naics6_all,naics_n_mapped
Solar,848640,Wafer Production; Lifting/Handling/Loading/Unloading Solar Wafers,Process Equipment,Midstream,Midstream | Process Equipment,2,HS12,1,848640 | Wafer Production; Lifting/Handling/Loading/Unloading Solar Wafers,2899,333242,333248,333248,1
Solar,848690,Wafer Production; Other Wafer Manufacture Processes,Process Equipment,Midstream,Midstream | Process Equipment,2,HS12,1,848690 | Wafer Production; Other Wafer Manufacture Processes,2899,333242,333242,333242,1
Solar,850171,Photovoltaic DC Generators Under 50 MW,Product Component,Downstream,Downstream | Product Component,3,HS22,1,850171 | Photovoltaic DC Generators Under 50 MW,2711,335312,335312,335312,1
Solar,850172,Photovoltaic DC generators over 50 MW,Product Component,Downstream,Downstream | Product Component,3,HS22,1,850172 | Photovoltaic DC generators over 50 MW,2711,335312,335312,335312,1
Solar,850180,Photovoltaic AC Generators,Product Component,Downstream,Downstream | Product Component,3,HS22,1,850180 | Photovoltaic AC Generators,2711,335312,335312,335312,1
Solar,851432,Polysilicon Production; Electric Arc Furnace,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,1,851432 | Polysilicon Production; Electric Arc Furnace,2821,333994,333994,333994,1
Solar,851440,Ingot Production; Radio Frequency Coil Heating,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,1,851440 | Ingot Production; Radio Frequency Coil Heating,2821,333994,333994,333994,1
Solar,851519,Module Production; Automated Soldering of String Connector Leads,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.5,851519 | Module Production; Automated Soldering of String Connector Leads,2790,333992,333992,333992,1
Solar,851519,Module Production; Solder String Connector Leads,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,0.5,851519 | Module Production; Solder String Connector Leads,2790,333992,333992,333992,1
Solar,854129,Inverter,Product Component,Downstream,Downstream | Product Component,3,HS22,1,854129 | Inverter,2611,334413,334413,334413,1
Solar,854140,Modules  Mother Solar Code,Product Component,Downstream,Downstream | Product Component,3,HS17,1,854140 | Modules  Mother Solar Code,NA,NA,NA,NA,NA
Solar,854142,Solar Cells,Product Component,Downstream,Downstream | Product Component,3,HS22,0.5,854142 | Solar Cells,2611,334413,334413,334413,1
Solar,854142,Solar Cells (Not Assembled into Modules),Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,854142 | Solar Cells (Not Assembled into Modules),2611,334413,334413,334413,1
Solar,854143,Modules (Assembled into Panels),Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,854143 | Modules (Assembled into Panels),2611,334413,334413,334413,1
Solar,854143,Solar Modules,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,854143 | Solar Modules,2611,334413,334413,334413,1
Solar,854149,Solar Tracker; CDS Sensor,Product Component,Midstream,Midstream | Product Component,2,HS22,1,854149 | Solar Tracker; CDS Sensor,2611,334413,334413,334413,1
Solar,901820,Ingot Production; Infrared Inspection,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,1,901820 | Ingot Production; Infrared Inspection,2660,334510,334510,334510,1
Transmission,260111,Iron Ore (Non- Agglomerated),Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260111 | Iron Ore (Non- Agglomerated),0710,212210,212210,212210,1
Transmission,260112,Iron Ore (Agglomerated),Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260112 | Iron Ore (Agglomerated),0710,212210,212210,212210,1
Transmission,260120,Iron (Roasted Iron Pyrites),Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260120 | Iron (Roasted Iron Pyrites),2013,325180,331110,331110,1
Transmission,260300,Copper Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260300 | Copper Ore,0729,212290,212230,212230,1
Transmission,260600,Bauxite Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260600 | Bauxite Ore,0729,212290,212290,212290,1
Transmission,281290,Sulfur Hexafluoride,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,281290 | Sulfur Hexafluoride,2013,325180,325180,325180,1
Transmission,281820,Alumina,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,281820 | Alumina,2442,331313,331313,331313,1
Transmission,722611,Silicon Electric Steel,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,722611 | Silicon Electric Steel,2410,331110,331110,331110,1
Transmission,740110,Copper Mattes,Processed Material,Midstream,Midstream | Processed Material,2,HS07,1,740110 | Copper Mattes,NA,NA,NA,NA,NA
Transmission,740811,Copper Wire,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,740811 | Copper Wire,2444,331420,331420,331420,1
Transmission,760521,Aluminum wire,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,760521 | Aluminum wire,2442,331313,331318,331318,1
Transmission,841710,Intermediate Annealing Furnace,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,0.3333333333333333,841710 | Intermediate Annealing Furnace,2821,333994,333994,333994,1
Transmission,841710,Primary Recrystallization Annealing; Furnace,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,0.3333333333333333,841710 | Primary Recrystallization Annealing; Furnace,2821,333994,333994,333994,1
Transmission,841710,Secondary Recrystallization Annealing; Furnace,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,0.3333333333333333,841710 | Secondary Recrystallization Annealing; Furnace,2821,333994,333994,333994,1
Transmission,841939,Core Coil Assembly; Drying,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,841939 | Core Coil Assembly; Drying,2899,333242,333241,333241;333998,2
Transmission,842230,Oil Filling; Filling of Core-Coil Tank with Transformer Oil,Process Equipment,Downstream,Downstream | Process Equipment,3,HS07,1,842230 | Oil Filling; Filling of Core-Coil Tank with Transformer Oil,2829,333310,333993,333993,1
Transmission,842890,Core Production; Core Assembly/Stacking,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,842890 | Core Production; Core Assembly/Stacking,2822,333120,333120,333120,1
Transmission,845522,Cold Rolled Grain Oriented Silicon Steel Production; First Cold Rolling,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,0.5,845522 | Cold Rolled Grain Oriented Silicon Steel Production; First Cold Rolling,2891,333519,333519,333519,1
Transmission,845522,Cold Rolled Grain Oriented Silicon Steel Production; Secondary Cold Rolling,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,0.5,845522 | Cold Rolled Grain Oriented Silicon Steel Production; Secondary Cold Rolling,2891,333519,333519,333519,1
Transmission,845530,Cold Rolled Grain Oriented Silicon Steel Production; Casting Rolling,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,1,845530 | Cold Rolled Grain Oriented Silicon Steel Production; Casting Rolling,2891,333519,333519,333519,1
Transmission,846150,Core Production; Core Slitting,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,846150 | Core Production; Core Slitting,2841,333517,333517,333517;930000,2
Transmission,846241,Core Production; Core CNC/Punching Shearing,Process Equipment,Downstream,Downstream | Process Equipment,3,HS17,1,846241 | Core Production; Core CNC/Punching Shearing,NA,NA,NA,NA,NA
Transmission,846249,Core Production; Transformer Core V Notching,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,846249 | Core Production; Transformer Core V Notching,2841,333517,333517,333517;930000,2
Transmission,847981,Coil Production; HV Coil Winding,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,0.5,847981 | Coil Production; HV Coil Winding,2899,333242,333519,333519,1
Transmission,847981,Coil Production; LV Coil Winding,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,0.5,847981 | Coil Production; LV Coil Winding,2899,333242,333519,333519,1
Transmission,847989,Tank Fabrication; Vacuum & Pressure Test,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,847989 | Tank Fabrication; Vacuum & Pressure Test,2899,333242,335220,335220;333120;333132;333310;333415;333995;333998;335210;335999,9
Transmission,850431,Electrical transformers 1< kVA,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,850431 | Electrical transformers 1< kVA,2711,335312,334416,334416,1
Transmission,850431,Transformers 1 < kVA,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,850431 | Transformers 1 < kVA,2711,335312,334416,334416,1
Transmission,850432,Electrical transformers 1-16 kVA,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,850432 | Electrical transformers 1-16 kVA,2711,335312,334416,334416,1
Transmission,850432,Transformers 1 - 16 kVA,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,850432 | Transformers 1 - 16 kVA,2711,335312,334416,334416,1
Transmission,850433,Electrical transformers 16 - 500 kVA,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,850433 | Electrical transformers 16 - 500 kVA,2711,335312,335311,335311,1
Transmission,850433,Transformers 16 - 500 kVA,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,850433 | Transformers 16 - 500 kVA,2711,335312,335311,335311,1
Transmission,850434,Electrical transformers > 500 kVA,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,850434 | Electrical transformers > 500 kVA,2711,335312,335311,335311,1
Transmission,850434,Transformers > 500 kVA,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,850434 | Transformers > 500 kVA,2711,335312,335311,335311,1
Transmission,850490,Parts of Transformers,Product Component,Downstream,Downstream | Product Component,3,HS22,1,850490 | Parts of Transformers,27112790,335311,335311,335311;335312,2
Transmission,854690,Bushing: Oil Condenser Bushing,Product Component,Downstream,Downstream | Product Component,3,HS22,1,854690 | Bushing: Oil Condenser Bushing,2790,333992,335932,335932,1
Wind,260200,Manganese Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260200 | Manganese Ore,0729,212290,212290,212290,1
Wind,260300,Copper Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260300 | Copper Ore,0729,212290,212230,212230,1
Wind,260400,Nickel Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260400 | Nickel Ore,0729,212290,212230,212230,1
Wind,260600,Bauxite Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260600 | Bauxite Ore,0729,212290,212290,212290,1
Wind,260800,Zinc Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,260800 | Zinc Ore,0729,212290,212230,212230,1
Wind,261000,Chromium Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,261000 | Chromium Ore,0729,212290,212290,212290,1
Wind,261310,Molybdenum Ore (Roasted),Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,261310 | Molybdenum Ore (Roasted),0729,212290,212290,212290,1
Wind,261390,Molybdenum Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,261390 | Molybdenum Ore,0729,212290,212290,212290,1
Wind,261400,Titanium Ore,Raw Material,Upstream,Upstream | Raw Material,1,HS22,1,261400 | Titanium Ore,0729,212290,212290,212290,1
Wind,280530,Rare Earth Metals,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,280530 | Rare Earth Metals,2013,325180,325180,325180,1
Wind,281820,Alumina,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,281820 | Alumina,2442,331313,331313,331313,1
Wind,290949,Tower; Industrial Alcohols for Use in Tower,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,290949 | Tower; Industrial Alcohols for Use in Tower,2014,325199,325199,325199,1
Wind,320890,"Turbine Coating; Polymer Based Paint, Varnish in Non-aqueous Medium",Product Component,Midstream,Midstream | Product Component,2,HS22,1,"320890 | Turbine Coating; Polymer Based Paint, Varnish in Non-aqueous Medium",2030,325510,325510,325510,1
Wind,350691,Rotor; Adhesive for Use in Rotor,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,350691 | Rotor; Adhesive for Use in Rotor,2052,325520,325520,325520,1
Wind,390110,Tower; Ethylene Polymers for Use in Tower Cable Cores,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,390110 | Tower; Ethylene Polymers for Use in Tower Cable Cores,2016,325211,325211,325211,1
Wind,390210,Tower; Polypropylene for Use in Tower Cable Outer Casing,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,390210 | Tower; Polypropylene for Use in Tower Cable Outer Casing,2016,325211,325211,325211,1
Wind,390791,Rotor; Materials for Use in Rotor (Polyester),Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,390791 | Rotor; Materials for Use in Rotor (Polyester),2016,325211,325211,325211,1
Wind,391721,Wind Turbine Joints Ethylene,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,391721 | Wind Turbine Joints Ethylene,2221,326113,326122,326122,1
Wind,391722,Wind Turbine Joints Propylene,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,391722 | Wind Turbine Joints Propylene,2221,326113,326122,326122,1
Wind,391723,Wind Turbine Joints Vinyl Chloride,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,391723 | Wind Turbine Joints Vinyl Chloride,2221,326113,326122,326122,1
Wind,391729,Wind Turbine Joints (Other Rigid),Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,391729 | Wind Turbine Joints (Other Rigid),2221,326113,326122,326122,1
Wind,391732,Wind Turbine Joints (Flexible Plastic),Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,391732 | Wind Turbine Joints (Flexible Plastic),2221,326113,326220,326220,1
Wind,392590,"Bearings; Cable Trays, Tracks, Clamps, and Supports to Protect Electrical Items",Product Component,Midstream,Midstream | Product Component,2,HS22,0.5,"392590 | Bearings; Cable Trays, Tracks, Clamps, and Supports to Protect Electrical Items",22232733,326199,326199,326199,1
Wind,392590,"Tower; Cable Trays, Tracks, Clamps, and Supports to Protect Electrical Items",Processed Material,Midstream,Midstream | Processed Material,2,HS22,0.5,"392590 | Tower; Cable Trays, Tracks, Clamps, and Supports to Protect Electrical Items",22232733,326199,326199,326199,1
Wind,392690,Tower; Plastic Articles for Cable Core in Tower,Processed Material,Midstream,Midstream | Processed Material,2,HS17,1,392690 | Tower; Plastic Articles for Cable Core in Tower,22293299,326199,326199,326199;326220;316990;339910;339940;339991;339999,7
Wind,401693,"Bearings; Vulcanised Rubber Gaskets, Washers, and Seals (Non-cellular)",Product Component,Midstream,Midstream | Product Component,2,HS22,1,"401693 | Bearings; Vulcanised Rubber Gaskets, Washers, and Seals (Non-cellular)",2219,326299,339991,339991,1
Wind,401699,Tower: Vulcanised Rubber Articles for Cable Accessory & Joints,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,401699 | Tower: Vulcanised Rubber Articles for Cable Accessory & Joints,2219,326299,326299,326299;326291,2
Wind,681511,Rotor; Materials for Use in Rotor (Carbon Fibre),Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,681511 | Rotor; Materials for Use in Rotor (Carbon Fibre),2399,327999,335991,335991,1
Wind,681599,Rotor; Materials for Use in Rotor,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,681599 | Rotor; Materials for Use in Rotor,2399,327999,327999,327999,1
Wind,730110,Tower; Sheets Iron & Steel,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,730110 | Tower; Sheets Iron & Steel,2410,331110,331110,331110,1
Wind,730640,"Tower; Stainless Steel Welded Tubes, Pipes, and Hollow Profiles of Circular Cross-section",Product Component,Midstream,Midstream | Product Component,2,HS22,1,"730640 | Tower; Stainless Steel Welded Tubes, Pipes, and Hollow Profiles of Circular Cross-section",2420,332996,331210,331210,1
Wind,730791,"Tower; Iron or Non-stainless Steel Tube or Pipe Fittings, Flanges (1)",Product Component,Midstream,Midstream | Product Component,2,HS22,1,"730791 | Tower; Iron or Non-stainless Steel Tube or Pipe Fittings, Flanges (1)",2420,332996,332996,332996,1
Wind,730799,"Tower; Iron or Non-stainless Steel Tube or Pipe Fittings, Flanges (2)",Product Component,Midstream,Midstream | Product Component,2,HS22,1,"730799 | Tower; Iron or Non-stainless Steel Tube or Pipe Fittings, Flanges (2)",2420,332996,332996,332996,1
Wind,730820,Tower,Product Component,Downstream,Downstream | Product Component,3,HS22,1,730820 | Tower,2511,332312,332312,332312,1
Wind,732399,Nacelle; Small Engineering Components of Iron or Steel,Product Component,Midstream,Midstream | Product Component,2,HS22,1,732399 | Nacelle; Small Engineering Components of Iron or Steel,2599,332999,332215,332215,1
Wind,732611,Bearings; Iron or Steel Grinding Balls for Mills,Product Component,Midstream,Midstream | Product Component,2,HS22,1,732611 | Bearings; Iron or Steel Grinding Balls for Mills,2599,332999,327910,327910,1
Wind,732690,Bearings; Iron or Steel article for Main Bearing,Product Component,Midstream,Midstream | Product Component,2,HS22,1,732690 | Bearings; Iron or Steel article for Main Bearing,2599,332999,332999,332999;339910;331110,3
Wind,740110,Copper Mattes,Processed Material,Midstream,Midstream | Processed Material,2,HS07,1,740110 | Copper Mattes,NA,NA,NA,NA,NA
Wind,760110,Tower; Unwrought Aluminium for Use in Tower,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,760110 | Tower; Unwrought Aluminium for Use in Tower,2442,331313,331313,331313,1
Wind,760429,"Tower; Non-hollow Aluminium Alloys, Bars, Rods for Cable Core",Product Component,Midstream,Midstream | Product Component,2,HS22,1,"760429 | Tower; Non-hollow Aluminium Alloys, Bars, Rods for Cable Core",2442,331313,331318,331318,1
Wind,790111,Zinc (Refined) 99% Pure,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,790111 | Zinc (Refined) 99% Pure,2443,331410,331410,331410,1
Wind,820900,Rotor; Materials for Use in Rotor (Sintered Metal),Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,820900 | Rotor; Materials for Use in Rotor (Sintered Metal),2573,333514,333515,333515,1
Wind,841221,Rotor; Motor (Linear Acting),Product Component,Downstream,Downstream | Product Component,3,HS22,1,841221 | Rotor; Motor (Linear Acting),2812,333995,333995,333995,1
Wind,841229,Rotor; Motor (Non Linear Acting),Product Component,Downstream,Downstream | Product Component,3,HS22,1,841229 | Rotor; Motor (Non Linear Acting),2812,333995,333996,333996,1
Wind,841290,Rotor / Blades,Product Component,Downstream,Downstream | Product Component,3,HS22,1,841290 | Rotor / Blades,2812,333995,333995,333995;333996;333618;336415,4
Wind,841989,Nacelle Production; Treatment by Temperature Change,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,1,841989 | Nacelle Production; Treatment by Temperature Change,2829,333310,333998,333998;333241;333243;333248;333310,5
Wind,842420,Tower Production; Coating,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,0.5,842420 | Tower Production; Coating,2829,333310,333912,333912,1
Wind,842420,Wind Capital Good; Spray Guns and Similar Appliances,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,0.5,842420 | Wind Capital Good; Spray Guns and Similar Appliances,2829,333310,333912,333912,1
Wind,842430,Wind Capital Good; Steam or Sand Blasting Machines,Process Equipment,Midstream,Midstream | Process Equipment,2,HS07,1,842430 | Wind Capital Good; Steam or Sand Blasting Machines,2829,333310,333310,333310,1
Wind,842691,Lifting of Components/Turbine,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,842691 | Lifting of Components/Turbine,2822,333120,333924,333924,1
Wind,842890,Tower Production; Assembly,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,842890 | Tower Production; Assembly,2822,333120,333120,333120,1
Wind,844630,Wind Capital Good; Shuttle-less Looms,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,1,844630 | Wind Capital Good; Shuttle-less Looms,2894,333248,333248,333248,1
Wind,845430,Rotor Production; Casting Machines,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,1,845430 | Rotor Production; Casting Machines,2891,333519,333248,333248;333517,2
Wind,846039,Wind Capital Good; Machine Tools Used to Finish Metal,Process Equipment,Midstream,Midstream | Process Equipment,2,HS22,1,846039 | Wind Capital Good; Machine Tools Used to Finish Metal,2841,333517,333517,333517;930000,2
Wind,846221,"Wind Capital Good; Numerically Controlled Machines that Bend, Fold, Straighten, or Flatten Metal",Process Equipment,Midstream,Midstream | Process Equipment,2,HS17,1,"846221 | Wind Capital Good; Numerically Controlled Machines that Bend, Fold, Straighten, or Flatten Metal",NA,NA,NA,NA,NA
Wind,846224,Tower Production: Plate Rolling Machine,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,846224 | Tower Production: Plate Rolling Machine,2841,333517,333517,333517;930000,2
Wind,847740,Blade Production; Vacuum Resin Infusion,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,1,847740 | Blade Production; Vacuum Resin Infusion,2896,333248,333248,333248,1
Wind,847989,Rotor; Mechanical Appliances with Individual Functions for Rotor Auxiliary,Product Component,Midstream,Midstream | Product Component,2,HS22,1,847989 | Rotor; Mechanical Appliances with Individual Functions for Rotor Auxiliary,2899,333242,335220,335220;333120;333132;333310;333415;333995;333998;335210;335999,9
Wind,848210,Tower; Ball Bearings,Product Component,Midstream,Midstream | Product Component,2,HS22,1,848210 | Tower; Ball Bearings,2815,332991,332991,332991,1
Wind,848220,Nacelle; Tapered Roller Bearings for Gearbox,Product Component,Midstream,Midstream | Product Component,2,HS22,1,848220 | Nacelle; Tapered Roller Bearings for Gearbox,2815,332991,332991,332991,1
Wind,848230,Nacelle; Spherical Roller Bearings for Gearbox,Product Component,Midstream,Midstream | Product Component,2,HS22,1,848230 | Nacelle; Spherical Roller Bearings for Gearbox,2815,332991,332991,332991,1
Wind,848240,Tower; Needle Roller Bearings,Product Component,Midstream,Midstream | Product Component,2,HS22,1,848240 | Tower; Needle Roller Bearings,2815,332991,332991,332991,1
Wind,848250,Nacelle; Cylindrical Roller Bearings for Gearbox,Product Component,Midstream,Midstream | Product Component,2,HS22,1,848250 | Nacelle; Cylindrical Roller Bearings for Gearbox,2815,332991,332991,332991,1
Wind,848280,Bearings; Ball or Roller Bearings,Product Component,Midstream,Midstream | Product Component,2,HS22,1,848280 | Bearings; Ball or Roller Bearings,2815,332991,332991,332991,1
Wind,848299,"Nacelle; Bearing Parts Excluding Balls, Needles and Rollers",Product Component,Midstream,Midstream | Product Component,2,HS22,1,"848299 | Nacelle; Bearing Parts Excluding Balls, Needles and Rollers",2815,332991,332991,332991,1
Wind,848310,Nacelle; Transmission Shafts,Product Component,Midstream,Midstream | Product Component,2,HS22,1,848310 | Nacelle; Transmission Shafts,2815,332991,336310,336310;333613,2
Wind,848330,Nacelle; Bearing Housing Without Ball or Roller Bearing and Plain Shaft Bearing,Product Component,Midstream,Midstream | Product Component,2,HS22,1,848330 | Nacelle; Bearing Housing Without Ball or Roller Bearing and Plain Shaft Bearing,2815,332991,332991,332991;333613,2
Wind,848340,Nacelle; Gearbox,Product Component,Downstream,Downstream | Product Component,3,HS22,1,848340 | Nacelle; Gearbox,2815,332991,333612,333612;332991;336350,3
Wind,848360,Nacelle; Clutches and Shaft Couplings,Product Component,Midstream,Midstream | Product Component,2,HS22,1,848360 | Nacelle; Clutches and Shaft Couplings,2815,332991,333613,333613,1
Wind,850161,Nacelle; Motor <75 kVA,Product Component,Downstream,Downstream | Product Component,3,HS22,1,850161 | Nacelle; Motor <75 kVA,2711,335312,335312,335312,1
Wind,850162,Nacelle; Motor 75kVA - 375kVA,Product Component,Downstream,Downstream | Product Component,3,HS22,1,850162 | Nacelle; Motor 75kVA - 375kVA,2711,335312,335312,335312,1
Wind,850163,Nacelle; Motor 375kVA -  750kVA,Product Component,Downstream,Downstream | Product Component,3,HS22,1,850163 | Nacelle; Motor 375kVA -  750kVA,2711,335312,335312,335312,1
Wind,850164,Nacelle; Motor > 750kVA,Product Component,Downstream,Downstream | Product Component,3,HS22,1,850164 | Nacelle; Motor > 750kVA,2711,335312,335312,335312,1
Wind,850231,Wind Turbines,Final Product,Final Product,Final Product | Final Product,4,HS22,0.5,850231 | Wind Turbines,2811,333611,333611,333611,1
Wind,850300,Nacelle; Motor (Miscellaneous Parts),Product Component,Downstream,Downstream | Product Component,3,HS22,1,850300 | Nacelle; Motor (Miscellaneous Parts),2711,335312,335312,335312,1
Wind,850431,"Wind Substation: Onshore Transformers, Power ≤ 1 kVA",Product Component,Midstream,Midstream | Product Component,2,HS22,1,"850431 | Wind Substation: Onshore Transformers, Power ≤ 1 kVA",2711,335312,334416,334416,1
Wind,850511,Permanent Magnets,Product Component,Downstream,Downstream | Product Component,3,HS22,1,850511 | Permanent Magnets,2599,332999,332999,332999,1
Wind,850519,Permanent Magnet Components,Product Component,Downstream,Downstream | Product Component,3,HS22,1,850519 | Permanent Magnet Components,2344,339999,339999,339999,1
Wind,851521,Wind Capital Good; Automatic Butt Welding Machinery,Process Equipment,Midstream,Midstream | Process Equipment,2,HS12,1,851521 | Wind Capital Good; Automatic Butt Welding Machinery,2790,333992,333992,333992,1
Wind,851580,Tower Production: Submerged Arc Welding,Process Equipment,Downstream,Downstream | Process Equipment,3,HS12,1,851580 | Tower Production: Submerged Arc Welding,2790,333992,333912,333912;333992,2
Wind,853650,"Wind Substation: Electrical Switches, Voltage ≤ 1000V",Product Component,Midstream,Midstream | Product Component,2,HS22,1,"853650 | Wind Substation: Electrical Switches, Voltage ≤ 1000V",2733,334417,335931,335931;335314,2
Wind,853670,Tower: Optical Fiber Connector,Product Component,Midstream,Midstream | Product Component,2,HS12,1,853670 | Tower: Optical Fiber Connector,2733,334417,334417,334417,1
Wind,854370,Nacelle; Hardware for Control System,Product Component,Midstream,Midstream | Product Component,2,HS22,1,854370 | Nacelle; Hardware for Control System,2790,333992,335999,335999;333998;334210;334510;334511;335139;339992,7
Wind,854390,Wind Substation: Parts of Electrical Goods,Product Component,Midstream,Midstream | Product Component,2,HS22,1,854390 | Wind Substation: Parts of Electrical Goods,2790,333992,335999,335999;333998,2
Wind,854411,Nacelle; Copper Wire for Use in Nacelle,Processed Material,Midstream,Midstream | Processed Material,2,HS22,1,854411 | Nacelle; Copper Wire for Use in Nacelle,2732,331420,331420,331420,1
Wind,854460,"Wind Substation: Insulated Electric Conductors, Voltage > 1000V",Product Component,Midstream,Midstream | Product Component,2,HS22,1,"854460 | Wind Substation: Insulated Electric Conductors, Voltage > 1000V",2732,331420,335999,335999;335929,2
Wind,870830,Nacelle; Brakes for Nacelle Auxiliary System,Product Component,Midstream,Midstream | Product Component,2,HS12,1,870830 | Nacelle; Brakes for Nacelle Auxiliary System,2932,336330,336340,336340,1
Wind,870840,Rotor; Gearbox,Product Component,Downstream,Downstream | Product Component,3,HS12,1,870840 | Rotor; Gearbox,2932,336330,336330,336330,1
Wind,902580,Nacelle; Thermocouples in the Control System,Product Component,Midstream,Midstream | Product Component,2,HS22,1,902580 | Nacelle; Thermocouples in the Control System,2651,334515,334519,334519,1
Wind,902680,Nacelle; Apparatus for Measuring or Checking Liquid or Gas Variables,Product Component,Midstream,Midstream | Product Component,2,HS22,1,902680 | Nacelle; Apparatus for Measuring or Checking Liquid or Gas Variables,2651,334515,334513,334513,1
Wind,902830,Nacelle; Electricity Supply or Production Meters,Product Component,Midstream,Midstream | Product Component,2,HS22,1,902830 | Nacelle; Electricity Supply or Production Meters,2651,334515,334515,334515,1
Wind,902920,"Nacelle; Speed Indicators, Tachometers, Stroboscopes",Product Component,Midstream,Midstream | Product Component,2,HS22,1,"902920 | Nacelle; Speed Indicators, Tachometers, Stroboscopes",26512670,334511,334511,334511;334514;334515,3
Wind,903190,Nacelle Production; Measuring,Process Equipment,Downstream,Downstream | Process Equipment,3,HS22,1,903190 | Nacelle Production; Measuring,2651,334515,333310,333310,1
